Course_ID,Course Name,Duration,Track,Difficulty Level,Course Rating,Course URL,Course Description,Skills,Done
61,Image Processing with Python,00:20:37,Computer Vision,Beginner,4.2,https://youtu.be/kSqxn6zGE0c?si=_b2lN0UGERq9a_5i,"Image processing has been used to create weird and beautiful modifications to pictures many of us have seen online. Older black and white photos can be brought to life using colorization techniques. On the other hand, color photos can be made to look like old black and white photos. In addition to distorting images for entertainment, image processing can be used for more serious applications, for example, to enhance medical imaging to screen patients for cancer or other diseases.  In this course, you will create a Python application that reads from a list of images, modifies their size and appearance, and saves the images in another directory.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",global positioning system  opencv  medical imaging  image processing  project  Python Programming  photography  Video Editing  digital image processing  Computer Programming computer-science software-development,FALSE
62,Advanced Linear Models for Data Science 1: Least Squares,00:05:01,Machine Learning / Data Science,Intermediate,4.3,https://youtu.be/-6bgtMRCyYU?si=zAsVrtmSyGtNAbvb,"Welcome to the Advanced Linear Models for Data Science Class 1: Least Squares. This class is an introduction to least squares from a linear algebraic and mathematical perspective. Before beginning the class make sure that you have the following:  - A basic understanding of linear algebra and multivariate calculus. - A basic understanding of statistics and regression models. - At least a little familiarity with proof based mathematics. - Basic knowledge of the R programming language.  After taking this course, students will have a firm foundation in a linear algebraic treatment of regression modeling. This will greatly augment applied data scientists' general understanding of regression models.",rank (linear algebra)  matrices  least squares  Linear Algebra  linear regression  Square (Algebra)  General Statistics  linear model  linearity  Regression data-science probability-and-statistics,FALSE
63,Using Git for Distributed Development,00:15:58,Git & GitHub Tutorial,Advanced,4.6,https://youtu.be/USjZcfj8yxE?si=xRsnl904mKZGt0Km,"Course 4 focuses on using git for open source software distributed development. Git is a revision control system which arose out of the Linux kernel development community. Git was designed to help developers spread across the globe working on complicated projects coordinate their work in a rational way and keep track of everything they were doing. Overtime, Git has grown to be used by millions of projects today. This course gives you the opportunity to learn how to use git efficiently and make contributions in a relatively short amount of time. It will cover:  How to install git How to initialize a repository How to make changes in a repository How to make changes in repositories available to others How to acquire changes made by other individuals How to find errors in your work and go back to earlier states of yoru projects How to make commits, diffs, merges, rebases.  The course will help you get the skills to have a good understanding on how to use git. You will have a good knowledge about git workflows, identifying problems in your workflows, and finding solutions to solve these problems.",bash (unix shell)  php  gitlab  distributed development  open source  unix  data comparison  version control  github  diff utility computer-science software-development,FALSE
64,"Cybersecurity Roles, Processes & Operating System Security",00:06:43,Cybersecurity,Beginner,4.5,https://youtu.be/U_sdn9k5AwA?si=yrFPhmgqvO2i40HD,"This course gives you the background needed to understand basic Cybersecurity  around people. process and technology.  You will learn:  ?\t Understand the key cybersecurity roles within an Organization.  ?\t List key cybersecurity processes and an example of each process. ?\t Describe the architecture, file systems, and basic commands for multiple operating systems including Windows, Mac/OS, Linux and Mobile. ?\t Understand the concept of Virtualization as it relates to cybersecurity   Finally, you will begin to learn about organizations and resources to further research cybersecurity issues in the Modern era.  This course is intended for anyone who wants to gain a basic understanding of Cybersecurity or as the second course in a series of courses to acquire the skills to work in the Cybersecurity field as a Jr Cybersecurity Analyst.  The completion of this course also makes you eligible to earn the Cybersecurity Roles, Processes & Operating System Security IBM digital badge.  More information about the badge can be found here:   https://www.youracclaim.com/org/ibm/badge/cybersecurity-roles-processes-operating-system-security",Cloud Computing  operating system security  security  cyber-security regulation  virtual machine  file system  System Security  process  Operating Systems  cloud computing security information-technology security,FALSE
65,Embedded Software and Hardware Architecture,00:05:49,IoT / Embedded Systems,Intermediate,4.1,https://youtu.be/5CnwdF3fCuM?si=9Y1CoDsOWI3yTJjg,"Embedded Software and Hardware Architecture is a first dive into understanding embedded architectures and writing software to manipulate this hardware. You will gain experience writing low-level firmware to directly interface hardware with highly efficient, readable and portable design practices. We will now transition from the Host Linux Machine where we built and ran code in a simulated environment to an Integrated Development Environment where you will build and install code directly on your ARM Cortex-M4 Microcontroller. Course assignments include writing firmware to interact and configure both the underlying ARM architecture and the MSP432 microcontroller platform. The course concludes with a project where you will develop a circular buffer data structure.   In this course you will need the Texas Instruments LaunchPad with the MSP432 microcontroller in order to complete the assignments. Later courses of the Specialization will continue to use this hardware tool to develop even more exciting firmware.",Microarchitecture  list of arm microarchitectures  microprocessor  Data Structures  interrupt vector table  Computer Architecture  architecture  embedded c  central processing unit  microcontroller physical-science-and-engineering electrical-engineering,FALSE
66,"Data Analysis and Representation, Selection and Iteration",00:13:31,Data Analysis / Data Visualization,Intermediate,4.7,https://youtu.be/UHXKd3-GcbU?si=BtOpsXsZPQ0IJQIj,"This course is the second course in the specialization exploring both computational thinking and beginning C programming. Rather than trying to define computational thinking, we�ll just say it�s a problem-solving process that includes lots of different components. Most people have a better understanding of what beginning C programming means!  This course assumes you have the prerequisite knowledge from the previous course in the specialization. You should make sure you have that knowledge, either by taking that previous course or from personal experience, before tackling this course. The required prerequisite knowledge is listed below.   Prerequisite computational thinking knowledge: Algorithms and procedures, data collection Prerequisite C knowledge: Data types, variables, constants, and STEM computations  Throughout this course you'll learn about data analysis and data representation, which are computational thinking techniques that help us understand what sets of data have to tell us. For the programming topics, you'll continue building on your C knowledge by implementing selection, which lets us decide which code to execute, and iteration (or looping), which lets us repeat chunks of code multiple times.  Module 1: Learn about some common statistics we can calculate as we analyze sets of data Module 2: Discover how we make decisions in our code Module 3: Explore the various ways we can represent sets of data Module 4: Use iteration (looping) to repeat actions in your code",while loop  computer program  console applications  c programming  type variable  Computational Thinking  2.5d  Switches  iteration  c++ computer-science software-development,FALSE
67,Build Data Analysis tools using R and DPLYR,00:33:09,Data Analysis / Data Visualization,Advanced,4.5,https://youtu.be/KMxD33w_dt0?si=PO2PJOkm4-lQfK3n,"In this long project-based course, you will learn one of the most powerful data analysis tools of the experts: the DPLYR package.  By learning the six main verbs of the package (filter, select, group by, summarize, mutate, and arrange), you will have the knowledge and tools to complete your next data analysis project or data transformation.     By the end of this project, you will be able to: Use the six main dplyr verbs Understand the dplyr package and its capabilities  Get hands-on practice using R and dplyr functions    This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, this means instant access to a cloud desktop with R and the appropriate packages installed.     Notes: - You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Matlab  Machine Learning  Summary Statistics  Data Analysis  Computer Programming  General Statistics  euler's totient function  analysis  R Programming  analytics data-science data-analysis,FALSE
68,"Abstraction, Problem Decomposition, and Functions",00:41:08,Computer Science / Software Development,Advanced,4.6,https://youtu.be/MjbuarJ7SE0?si=sLkPDbrjUJk68B_f,"This course is the third course in the specialization exploring both computational thinking and beginning C programming. Rather than trying to define computational thinking, we�ll just say it�s a problem-solving process that includes lots of different components. Most people have a better understanding of what beginning C programming means!  This course assumes you have the prerequisite knowledge from the previous two courses in the specialization. You should make sure you have that knowledge, either by taking those previous courses or from personal experience, before tackling this course. The required prerequisite knowledge is listed below.   Prerequisite computational thinking knowledge: Algorithms and procedures and data collection, analysis, and representation Prerequisite C knowledge: Data types, variables, constants; STEM computations; selection; and iteration (looping)  Throughout this course the computational thinking topics you'll explore are abstraction, which is deciding which details matter for the problem you're trying to solve, and problem decomposition, which is about breaking large problems into smaller sub-problems to handle complexity. For the programming topics, you'll continue building on your C knowledge by practicing using arrays, which let you store multiple values in a single variable, and strings, which are arrays of characters. You'll also learn how to implement functions, which are the mechanism we use for problem decomposition in our C programs.  Module 1: Learn about arrays as a way to store multiple values in a single variable Module 2: Discover how we store and process strings (arrays of characters) Module 3: Explore abstraction and problem decomposition Module 4: Use functions to implement problem decomposition in your code",euler's totient function  c programming  abstraction  decomposition  jpeg  Computer Programming  Problem Solving  lambda calculus  console applications  process computer-science software-development,FALSE
69,Using probability distributions for real world problems in R,00:09:57,Data Science / Data Analysis,Beginner,4.8,https://youtu.be/7hcMaQQazhA?si=TSV5pnjIUoHaNsmE,"By the end of this project, you will learn how to apply probability distributions to solve real world problems in R, a free, open-source program that you can download. You will learn how to answer real world problems using the following probability distributions � Binomial, Poisson, Normal, Exponential and Chi-square. You will also learn the various ways of visualizing these distributions of real world problems. By the end of this project, you will become confident in understanding commonly used probability distributions through solving practical problems and you will strengthen your core concepts of data distributions using R programming language.  These distributions are widely used in day-to-day life of statisticians for hypothesis testing and drawing conclusions on a population from a small sample. Additionally, in the field of data science, statistical inferences use probability distribution of data to analyze or predict trend from data.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",probability  R Programming  Binomial Distribution  Chi-Squared Distribution  applied probability  Probability Distribution  Exponential Distribution  hypothesis testing  Studentized Residual  statistical inference data-science probability-and-statistics,FALSE
70,On Premises Capacity Upgrade and Monitoring with Google Cloud's Apigee API Platform,00:04:58,Cloud Computing/ Data Engineering,Intermediate,4.7,https://youtu.be/B8J6-U744-I?si=txRK5-ZGDmO7txk8,"This course helps you build understanding on key considerations for capacity planning and how to add and remove logical and physical capacity to the platform. Here you will learn how to add and remove logical elements such as Organizations, Environments and Virtual Hosts. It will also cover how to add new and remove components as well as how to add entire regions.  The course will also cover the Apigee API Platform's monitoring capabilities, how to organize ideas for quickly detect and address failure scenarios as well as how to reach out to Apigee support for help.",Apache Zookeeper  Computer Networking  Operations Management  node.js  Planning  cloud computing security  application programming interfaces  java management extensions  apache qpid  gratitude computer-science software-development,FALSE
71,Advanced SQL Retrieval Queries in SQLiteStudio,00:10:16,Data Analysis / Database Management,Beginner,4.6,https://youtu.be/e2B_dOA3rEI?si=MtulX4W40Gc-SKQF,"In this course you will learn to write Advanced SQL (Structured Query Language) retrieval queries using SQLiteStudio. Retrieving data from a relational database is one of the primary methods used by application and web developers to display data and populate web pages. Since a database can be made up of a complex combination of relational tables, retrieving that data can be challenging. You can meet those challenges by gaining experience with some of the more Advanced SQL coding techniques. Through hands-on practice you will write SQL code to use functions and grouping, sub queries, calculated fields, and conditional expressions. In addition, you will experiment with alternative methods of joining tables for data retrieval.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",nested sql  SQL  web  euler's totient function  Databases  select (sql)  Writing  associative entity  relational database  sqlite information-technology data-management,FALSE
72,Avoid Overfitting Using Regularization in TensorFlow,00:11:40,Deep Learning / Data Science,Beginner,4.8,https://youtu.be/EehRcPo1M-Q?si=Rwo3jO-38fI9c6yt,"In this 2-hour long project-based course, you will learn the basics of using weight regularization and dropout regularization to reduce over-fitting in an image classification problem. By the end of this project, you will have created, trained, and evaluated a Neural Network model that, after the training and regularization, will predict image classes of input examples with similar accuracy for both training and validation sets.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",autocad  Keras  statistical classification  Tensorflow  Accuracy And Precision  iOS Development  Machine Learning  array data structure  project  Validation Set data-science machine-learning,FALSE
73,Principal Component Analysis with NumPy,00:12:15,Machine Learning / Data Science,Beginner,4.6,https://youtu.be/Rjr62b_h7S4?si=CQ4ICHzy1O__A-9H,"Welcome to this 2 hour long project-based course on Principal Component Analysis with NumPy and Python. In this project, you will do all the machine learning without using any of the popular machine learning libraries such as scikit-learn and statsmodels. The aim of this project and is to implement all the machinery of the various learning algorithms yourself, so you have a deeper understanding of the fundamentals. By the time you complete this project, you will be able to implement and apply PCA from scratch using NumPy in Python, conduct basic exploratory data analysis, and create simple data visualizations with Seaborn and Matplotlib. The prerequisites for this project are prior programming experience in Python and a basic understanding of machine learning theory.  This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with Python, Jupyter, NumPy, and Seaborn pre-installed.",General Statistics  Numpy  Scikit-Learn  Principal Component Analysis  Machine Learning  Statsmodels  Python Programming  Dimensionality Reduction  Exploratory Data Analysis  analysis data-science machine-learning,FALSE
74,"Concepts in Python: Loops, Functions and Returns",01:58:49,Python Programming / Data Analysis / Data Science / Data Engineering,Beginner,4.8,https://www.youtube.com/live/4UuMrebbwIo?si=3ueUNI_fdUcn3gMh,"By the end of this project, you will create a number of examples that will develop your learning around concepts in Python. This course will enable you to take your beginner knowledge of Python to the next level by incorporating loops, functions, and returns into your programming. Thus, you will be able to develop more complex code and be able to solve more difficult problems. This course will provide students with the knowledge behind different concepts in Python such as loops, methods, and returns which will enable you to write high-quality code.  Thus, ensuring that your code is efficient and robust which is an essential aspect of writing high-quality code. This project will take students through a number of examples demonstrating the most useful Python concepts. You will gain an understanding of these concepts from the in-depth examples provided.",euler's totient function  control flow  Computer Programming  ordered pair  project  while loop  relative change and difference  return statement  nest  Python Programming computer-science software-development,FALSE
75,Computer Architecture,00:12:22,Computer Science / Software Development,Advanced,4.7,https://youtu.be/rtAlC5J1U40?si=VGrDdCLKJAOaOWbV,"In this course, you will learn to design the computer architecture of complex modern microprocessors.  All the features of this course are available for free.  It does not offer a certificate upon completion.",Software Architecture  superscalar processor  Computer Architecture  multiprocessing  instruction set architectures  processor design  Microarchitecture  parallel computing  architecture  graphics processing units physical-science-and-engineering electrical-engineering,FALSE
76,Basic Data Processing and Visualization,09:56:22,Python Programming / Data Analysis / Data Science,Advanced,4.2,https://youtu.be/GPVsHOlRBBI?si=p7pmYUtbzUvzhjpq,"This is the first course in the four-course specialization Python Data Products for Predictive Analytics, introducing the basics of reading and manipulating datasets in Python. In this course, you will learn what a data product is and go through several Python libraries to perform data retrieval, processing, and visualization.   This course will introduce you to the field of data science and prepare you for the next three courses in the Specialization: Design Thinking and Predictive Analytics for Data Products, Meaningful Predictive Modeling, and Deploying Machine Learning Models. At each step in the specialization, you will gain hands-on experience in data manipulation and building your skills, eventually culminating in a capstone project encompassing all the concepts taught in the specialization.",software  jpeg  Outlier  Python Programming  Data Visualization  Numpy  predictive analytics  Big Data  python libraries  json data-science data-analysis,FALSE
77,Create a Python Application using MySQL,03:41:41, Database Management / Python Programming / Data Analysis / Data Science,Beginner,4.4,https://youtu.be/3vsC05rxZ8c?si=F_2-7LQsKnpWDShI,"Data plays a crucial role in application development. It plays such a crucial role that there are people called Database Administrators that specialize in just organizing the data. The traditional database used to be, and often still is, a relational database. MySQL is one of the most popular relational databases and is backed by the Oracle corporation as well. This provides the developer with a variety of online resources. The popularity of MySQL combined with the popularity of Python has resulted in the development of an API that makes the interface between Python and MySQL almost seamless.  In this course, you will create a Python application using Python�s MySQL Connector that creates a MySQL database containing words and their definitions. You will then retrieve words and definitions from the database table, update a definition in the database table, and display a selected word�s definition.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",relational database  Python Programming  vpython  Computer Programming  SQL  object-oriented programming  project  mysql  Web Development  Databases computer-science software-development,FALSE
78,Video Basics with OpenCV and Python,01:13:09,Computer Vision / Python Programming,Beginner,4.1,https://youtu.be/oXlwWbU8l2o?si=kocnKJlve3bOrsPh,"In this 1-hour long project-based course, you will learn how to connect to your computer's camera, open it, record yourself or something, save it, open the video file you have saved, draw on live video, interact on live video and at the end do Face Detection.   This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your Internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with (e.g. Python, Jupyter, and Tensorflow) pre-installed.  Prerequisites: In order to be successful in this project, you should have a fundamental knowledge of Python.   Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",saving  Computer Programming  opencv  face recognition  euler's totient function  Computer Vision  Tensorflow  Python Programming  project  Machine Learning data-science machine-learning,FALSE
79,"Introduction to Data, Signal, and Image Analysis with MATLAB",00:16:44,Machine Learning / Data Science,Beginner,4.8,https://youtu.be/asevE1UYiBY?si=33ZduFzwve2AvmIj,"Welcome to Introduction to Data, Signal, and Image Analysis with MATLAB!       MATLAB is an extremely versatile programming language for data, signal, and image analysis tasks. This course provides an introduction on how to use MATLAB for data, signal, and image analysis. After completing the course,  learners will understand how machine learning methods can be used in MATLAB for data classification and prediction; how to perform data visualization, including data visualization for high dimensional datasets; how to perform image processing and analysis methods, including image filtering and image segmentation; and how to perform common signal analysis tasks, including filter design and frequency analysis.",image segmentation  signal processing  euler's totient function  statistical classification  Matlab  linearity  image analysis  Multivariable Calculus  Data Analysis  Applied Machine Learning data-science data-analysis,FALSE
80,Create Fault Tolerant MongoDB Cluster,02:05:17,Database Management,Beginner,5,https://youtu.be/gChzfhVGqp8?si=Ss4lCApGuWJF19qz,"In this course, you will create a MongoDB replica set on a single Linux server to become familiar with the setup. There will be three servers, one primary server and two secondary servers. You will then populate the database collection from a csv file using the Mongo shell. You will then retrieve data from the collection to verify the data. Finally, one of the servers will be taken down and you will observe that the data is still available through a new primary server.  Database Replication is an important aspect of Data Management. By keeping copies of a database on multiple servers, it allows continuous access to data when a database server goes down. Each replica database server should be kept on a separate physical server. This ensures that if one entire physical server become unavailable for some reason, the other database servers can still be accessed. MongoDB includes the means to handle replica in a straight-forward manner. There is one primary database server through which an application may connect to the database. Any time a write occurs to the primary server, the secondary servers are updated with the new data. When the primary server goes down, one of the secondary servers takes over as the primary server. There is a minimum of three servers required for a replica set.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Databases  verification and validation  jpeg  project management certification  data clustering algorithms  server farm  connection string  mongodb inc.  Database Servers  mongodb information-technology data-management,FALSE
81,AutoML for Computer Vision with Microsoft Custom Vision,00:23:53,Computer Vision ,Beginner,4.6,https://www.youtube.com/live/FPDCRSuAym0?si=qJXkKcy5BKbOtM2e,"Welcome to this hands-on project on using Microsoft�s Custom Vision service for automated machine learning or AutoML as it�s popularly known. In this project, you are going to use Microsoft�s drag and drop tool to train your computer to recognize images of dogs and cats. We are going to do all of this without writing a single line of code! To take this guided-project, you do not need a background in computer science, machine learning or coding.   The only prerequisite for this project is that you have a Microsoft Azure account. If you don�t already have one, you will have to sign up for it.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",project mine  pointing device gesture  project  Microsoft Azure  web  Machine Learning  Computer Vision  Training  web browsers  source lines of code data-science machine-learning,FALSE
82,Containerize a full-stack NodeJS application in Docker,02:19:41,Full Stack ,Beginner,4.8,https://youtu.be/ozFFCrMedFM?si=uofgC7XKIq6XGIdk,"In this 1-hour long project-based course on Intermediate Docker: Containerize a full-stack NodeJS application in Docker and deploy to remote server, you will get to use Docker to stitch together a real full stack NodeJS application in a multi-container architecture.    By the end of this course, you will have built a simple blog page, which is a working full-stack application using the MVC (model view controller) framework in NodeJS persisting to a MongoDB database across separate containers and living on one single Docker provided network.   You will learn how to stitch all of these services together using Dockerfile and docker-compose files, and get it configured in a remote machine in the cloud, just like if you wanted to run the application from anywhere in the world!   Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",node.js  Databases  Application Development  linux on embedded systems  Model View Controller (MVC)  mongodb  stack (abstract data type)  Cloud Computing  embedded databases  Computer Programming computer-science software-development,FALSE
83,Machine Learning with Python,18:00:34,Machine Learning / Data Science /  Python Programming,Beginner,4.6,https://youtu.be/hDKCxebp88A?si=dSQ9tEsO7G7TxD14,"This course dives into the basics of machine learning using an approachable, and well-known programming language, Python.  In this course, we will be reviewing two main components: First, you will be learning about the purpose of Machine Learning and where it applies to the real world.  Second, you will get a general overview of Machine Learning topics such as supervised vs unsupervised learning,  model evaluation, and Machine Learning algorithms.   In this course, you practice with real-life examples of Machine learning and see how it affects society in ways you may not have guessed!  By just putting in a few hours a week for the next few weeks, this is what you�ll get. 1) New skills to add to your resume, such as regression, classification, clustering, sci-kit learn and SciPy  2) New projects that you can add to your portfolio, including cancer detection, predicting economic trends, predicting customer churn, recommendation engines, and many more. 3) And a certificate in machine learning to prove your competency, and share it anywhere you like online or offline, such as LinkedIn profiles and social media.  If you choose to take this course and earn the Coursera course certificate, you will also earn an IBM digital badge upon successful completion of the course.",Logistic Regression  Algorithms  Human Learning  data clustering algorithms  Machine Learning  statistical classification  classification algorithms  Regression  Computer Programming  Python Programming data-science machine-learning,FALSE
84,C++ Arrays and Loops,00:11:43,Software Development,Conversant,Not Calibrated,https://youtu.be/FaZfCuNpdg8?si=xRgd3E3Cl6zTEz62,"In this project you will read weather data from a file and populate an Array with the file data. The data is then sorted in an Array, and output to another file.  Loops are used in a C++ program whenever a sequence of code must be repeated. A common use for a while loop is to read data from a file, where the file is of unknown length. A for loop, on the other hand is often used when the repeat count of a code sequence is known. A common use of a for loop is to iterate through an array. An Array is a list of items of a fixed size where each entry is the same type of data. The array could contain numbers, Strings of characters, or a user-defined data type.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",arrays  numbers (spreadsheet)  for loop  while loop  project  sorting  jpeg  ordered pair  iteration  data type computer-science software-development,FALSE
85,"Merge, Sort and Filter Data in Python Pandas",00:13:07, Data Analysis / Data Science,Beginner,4.3,https://youtu.be/1bn93RAsj9c?si=dsSYa0AHkv6HH7AS,"Visualizing data patterns often involves re-arrangement and elimination to determine patterns. For example, in a list of data with yearly rainfall amounts, to quickly determine the years with the most rainfall, the data can be sorted according to rainfall in descending order. A filter could be used to limit the amount of data observed, for example, to only show rainfall amounts greater than an inch. A merge can be used to join two datasets together, for example rainfall and temperature data from two different sources. The ability to sort, merge and filter data has always existed using SQL with database data, now it can be done in application memory space using Python.  In this course, you will create an application that reads data from two CSV files. You will learn how to merge, sort, and filter the data to ultimately produce a regression plot to determine a possible correlation between two data sets.",merge sort  Pandas  jpeg  Regression  sorting  inequality (mathematics)  Algebra  Correlation And Dependence  Mergers & Acquisitions  Python Programming data-science data-analysis,FALSE
86,Java Decision Programming,00:01:37,Software Development,Beginner,4.9,https://youtu.be/YdWRhNcxd0U?si=cbfnJ6MQF9acWIWa,"In Java, as in other programming languages, a decision construct is used to control the sequence of instructions that are executed under certain conditions. It allows the programmer the power to take certain actions based on various input conditions.  In this project you will create an application that yields a zodiac sign based on an input of birth month and day.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Switches  Integral  integer (computer science)  digital signature  nest  Computer Programming  project  data rate units  monitor (synchronization)  java (software platform) computer-science software-development,FALSE
87,Interactive Computer Graphics,00:13:02,Computer Science,Advanced,4.3,https://youtu.be/UVCuWQV_-Es?si=WKkH9dVu_2c0KaXk,"Computer graphics can be a powerful tool for supporting visual problem solving, and interactivity plays a central role in harnessing the users' creativity. This course will introduce various interactive tools developed in computer graphics research field with their design rationales and algorithms. Examples include enhancements to graphical user interfaces, authoring tools for 2D drawings and 3D animations, and interactive computer-aided design systems. Rich live demonstrations and course assignments will give you insights and skills to design and implement such tools for your own problems.",texture synthesis  geometric modeling  dynamical simulation  interactivity  robotics  Human Computer Interaction  key frame  sketch-based modeling  computer animation  Computer Graphics computer-science software-development,FALSE
88,Advanced R Programming,01:09:50,Data Analysis / Data Science,Advanced,4.2,https://youtu.be/d_tf5SU_Ezk?si=W1qXi6nzMAm9yz2j,"This course covers Advanced topics in R programming that are necessary for developing powerful, robust, and reusable data science tools. Topics covered include functional programming in R, robust error handling, object oriented programming, profiling and benchmarking, debugging, and proper design of functions. Upon completing this course you will be able to identify and abstract common data analysis tasks and to encapsulate them in user-facing functions. Because every data science environment encounters unique data challenges, there is always a need to develop custom software specific to your organization�s mission. You will also be able to define new data types in R and to develop a universe of functionality specific to those data types to enable cleaner execution of data science tasks and stronger reusability within a team.",Computer Programming  analysis  debugging  Type I And Type Ii Errors  R Programming  control flow  java annotation  euler's totient function  debug code  functional programming data-science data-analysis,FALSE
89,Exploring ?and ?Preparing ?your ?Data with BigQuery,00:04:38,Data Analysis / Database Management,Beginner,4.6,https://youtu.be/d3MDxC_iuaw?si=BU4tpwH-Vj-CPKBd,"Welcome to the Coursera specialization, From Data to Insights with Google Cloud Platform brought to you by the Google Cloud team. I�m Evan Jones (a data enthusiast) and I�m going to be your guide.  This first course in this specialization is Exploring and Preparing your Data with BigQuery. Here we will see what the common challenges faced by data analysts are and how to solve them with the big data tools on Google Cloud Platform. You�ll pick up some SQL along the way and become very familiar with using BigQuery and Cloud Dataprep to analyze and transform your datasets.  This course should take about one week to complete, 5-7 total hours of work.  By the end of this course, you�ll be able to query and draw insight from millions of records in our BigQuery public datasets. You�ll learn how to assess the quality of your datasets and develop an automated data cleansing pipeline that will output to BigQuery. Lastly, you�ll get to practice writing and troubleshooting SQL on a real Google Analytics e-commerce dataset to drive marketing insights.  >>> By enrolling in this specialization you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",Google Cloud Platform  analysis  Data Analysis  Cloud Platforms  dataflow  bigquery  SQL  Exploratory Data Analysis  Cloud Computing  Big Data information-technology data-management,FALSE
90,Build a Guessing Game Application using Java,00:14:33,Software Development,Beginner,4.3,https://youtu.be/j_ax_yT7KW0?si=7oJvgVBEYbGTZff5,"In this project you will create a guessing game application that pits the computer against the user. You will create variables, static methods, decision constructs, and loops in Java to create the game.  Learning Java gives the programmer a wide variety of career paths to choose from. Java was once the property of Sun Microsystems but is now an open-source (free) programming language that is used in web programming, mobile applications, and many desktop applications. Java is a natural choice for object-oriented programming as it contains many existing classes for the programmer to use from its feature-rich API. In addition, Java is truly cross-platform, which means it can be compiled on a Windows system and executed on a Mac or Linux system. Java contains a built-in garbage collector that removes objects no longer needed in the application which reduces memory leak issues.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Computer Programming  c dynamic memory allocation  garbage collection (computer science)  file shortcut  ordered pair  method (computer programming)  compiler  mobile app  memory leak  software features computer-science software-development,FALSE
91,Build a Python GUI with Tkinter,00:11:56,Software Development,Beginner,4.5,https://youtu.be/yQSEXcf6s2I?si=qelFDXMJdG1sfkgj,"A graphical user interface can be a nice alternative to using the command line for running programs, as there is no need to memorize how to execute a command with arguments. A label may be added to describe what is needed for the application, for example. There are many choices for building a graphical user interface in Python. Some of them require licensing for commercial use and each have their own sets of learning curves. Using Tkinter avoids the licensing issues and is quite simple to use as well. It is a GUI package that is the standard GUI toolkit for python applications and is widely available on multiple platforms including Windows, Mac, and Linux.  In this course, you will implement a Tkinter GUI to read from a user-provided file containing data.  The GUI will allow the user to plot columnar data as X and Y coordinates on a regression graph, and display statistics about the data from each of the selected columns.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Python Programming  event (computing)  c++  graphical model  yottabyte  graphical user interface  interfaces  command-line interface  tkinter  java annotation computer-science software-development,FALSE
92,Big Data Analytical Platform on Alibaba Cloud,00:51:35,Cloud Computing / Backend Development / Data Engineering ,Beginner,4.7,https://youtu.be/BU1f9CAfjR8?si=cYFgXrq9wowaL98V,"Building an Analytical Platform on Alibaba Cloud can empower how you take in, analyze, and demonstrate clear metrics from a set of Big Data. This course is designed to teach engineers how to use Alibaba Cloud Big Data products. It covers basic distributed system theory and Alibaba Cloud's core products like MaxCompute, DataWorks, E-MapReduce as well as a bundle of ecosystem tools.",Apache Hadoop  Software Framework  Big Data  multi-user  measurement  multitenancy  data security  job scheduling  mapreduce  Data Warehousing information-technology cloud-computing,FALSE
